Geo Point;Geo Shape;ID;adresse;patrimoine
43.5975304882, 1.40794716254;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.405505200449231, 43.59705962222701], [1.40548998042887, 43.59554856948735], [1.406282257720357, 43.59555507966891], [1.406951909830386, 43.595608285150576], [1.407359244316804, 43.59564570999184], [1.407930283813366, 43.59570832678742], [1.408968555580329, 43.59587699739117], [1.409946197863492, 43.59602471572716]], [[1.406655033472514, 43.59932019888278], [1.406676328381735, 43.59915680557253], [1.406557506209135, 43.598958188733306], [1.406439327306942, 43.59871868252211], [1.406386883957772, 43.59847289857101], [1.406373328585986, 43.59813884075005], [1.406395691701941, 43.59790730283723], [1.406542277598809, 43.597526841458816], [1.406572101375969, 43.597418043954036], [1.40652188509979, 43.59702915983861], [1.406521776694132, 43.59703597049592]], [[1.406535529032326, 43.598562718169305], [1.406491297787515, 43.59839197480532], [1.406485529199943, 43.598160200289215], [1.406506615679104, 43.59801044097064]], [[1.406517371608104, 43.59792193048774], [1.40660642691522, 43.597622787165385], [1.406798191993335, 43.59735174734842]], [[1.40794890432345, 43.59813132662408], [1.406525466879923, 43.59800378158856]], [[1.407959333277289, 43.598063254278784], [1.406545286038072, 43.597935788391716]], [[1.407963525605664, 43.59839724585319], [1.406553855219247, 43.598590131189056]], [[1.406863646135497, 43.5991719784237], [1.406571339380868, 43.598672061288774]], [[1.407971631711535, 43.598479090658756], [1.406599571026665, 43.5986654744975]], [[1.408141622726851, 43.59779895068194], [1.406826540044171, 43.59733834996128]], [[1.406883752427187, 43.59727748262412], [1.407083936281842, 43.597067855129524], [1.40719782660221, 43.59698018616791], [1.407377891482898, 43.59685899011192]], [[1.408217685162572, 43.59773142304522], [1.406892915403875, 43.59729118911309]], [[1.408146187941938, 43.59871224448533], [1.406910321707368, 43.599185987687186]], [[1.408220137165931, 43.598781006273384], [1.406965735152808, 43.59924097133223]], [[1.408454428525933, 43.59758342963098], [1.407387470900489, 43.5968454347924]], [[1.407472813145494, 43.596784797235564], [1.407746740099442, 43.59665755868428], [1.408095778185065, 43.596524113387076]], [[1.408520694711045, 43.59754307851012], [1.407481876385736, 43.5968053207579]], [[1.408081330065861, 43.59805744189494], [1.408129911638529, 43.597948788965766], [1.408186915190687, 43.5979015550286]], [[1.40809532802367, 43.598364244304356], [1.408078366233244, 43.59824824201022], [1.408089128429209, 43.59815973780744]], [[1.408813058219425, 43.59743642692555], [1.408133180481962, 43.59653123273222]], [[1.408203075305312, 43.59867182108858], [1.408148302449121, 43.59857595507764], [1.408121652763722, 43.598480318828685]], [[1.408678937084689, 43.5976193465097], [1.408461261750562, 43.5977470467699], [1.408404266894308, 43.59779429356323], [1.408222827822926, 43.59800408058697], [1.408182578163558, 43.59818094456055], [1.408198781930422, 43.59834464663014], [1.408242593225983, 43.59854265098243], [1.408306963028988, 43.5986249618015], [1.408464034014543, 43.59877619160366], [1.408584767723001, 43.59885214482162]], [[1.408227901295409, 43.59647067338519], [1.408905839844508, 43.59629221085686]], [[1.408916627294856, 43.59741001176377], [1.408227476777011, 43.596497928744405]], [[1.40827330654906, 43.59777277205964], [1.408377833712989, 43.59768502973223], [1.408463167480129, 43.59762439134306]], [[1.408582862035183, 43.59897480649607], [1.408415353012656, 43.598891649115615], [1.408276717077396, 43.59876102134371]], [[1.408586012240688, 43.59756406142761], [1.408736888486104, 43.59751077191882], [1.40881221819489, 43.597490944048005]], [[1.40919929344994, 43.597323731480245], [1.408933546140096, 43.596319702232975]], [[1.408934529831195, 43.59746468606918], [1.409066013518808, 43.597452134395944], [1.409141027045282, 43.59745275100469]], [[1.409008171051751, 43.597553892196274], [1.409139546801783, 43.59754815109817]], [[1.409037429136802, 43.59627284854948], [1.409553541071694, 43.5962498107582]], [[1.409283786295174, 43.59731760960606], [1.409036896693182, 43.59630692087448]], [[1.409253434902231, 43.59746048642575], [1.409375439195131, 43.5974546664947]], [[1.409298945669469, 43.59754945013355], [1.409458335547843, 43.597550761428764]], [[1.409407798253212, 43.59899519843322], [1.409800662791961, 43.59905975195702]], [[1.409783390440389, 43.59896419474645], [1.409549612898335, 43.59892139083473]], [[1.40972553358281, 43.597253077865716], [1.409609694137252, 43.596257086823876]], [[1.409806112041602, 43.59749908349121], [1.409794945632092, 43.597614856066244], [1.409841088515384, 43.59766294276556], [1.40997203200602, 43.597684455955864]], [[1.410003121112748, 43.597493885206454], [1.410340877050656, 43.59748301630998]], [[1.410015049291954, 43.599143287486335], [1.410018007115604, 43.59895248738253]], [[1.410146437035471, 43.59913754536637], [1.410149502616673, 43.598939928303324]], [[1.410240204460942, 43.59913831206331], [1.410243161744758, 43.59894750565397]], [[1.410378072747952, 43.59750376266443], [1.410437958076391, 43.59908540671473]], [[1.409875141952384, 43.59881131736519], [1.410164552847258, 43.59866069255899], [1.41018691610619, 43.598452243599425]]]}";374;LE ZENITH;86 PIN PARASOL,145 CYPRES,124 MICOCOULIER,48 PLATANE
43.6062831199, 1.45583789972;"{""type"": ""LineString"", ""coordinates"": [[1.454513912816012, 43.6087715727129], [1.454694317606978, 43.60854684882972], [1.455141092351148, 43.60774139212283], [1.455578531060293, 43.60695005054828], [1.456618646572892, 43.60501951956689], [1.456615967471288, 43.60486447642257], [1.456594752962831, 43.603636094353256]]}";390;BVD RIQUET;50 PLATANE
43.5740691435, 1.46147941325;"{""type"": ""LineString"", ""coordinates"": [[1.461210994230345, 43.574934420069326], [1.462311373485885, 43.57429562965039], [1.462208259660408, 43.57422766102738], [1.461370266293361, 43.573423600622824], [1.460276939956502, 43.57401354987498]]}";397;RUE GUYOU;27 MURIER,11 PEUPLIER,6 PLATANE,1 ARBRE DE JUDEE
43.5767247127, 1.470324399;"{""type"": ""LineString"", ""coordinates"": [[1.473769514386825, 43.57405253925873], [1.472409131416084, 43.575245382568816], [1.470642780357888, 43.57633992533775], [1.469995798604341, 43.57671247211576], [1.469052502906429, 43.577368256597964], [1.468799106020694, 43.5775690098678], [1.468509972925952, 43.578122163494335], [1.467212560878308, 43.57972629693635]]}";243;AVENUE DE LESPINET;32 TILLEUL,1 PLATANE,2 MARRONNIER
43.5740776412, 1.45664807276;"{""type"": ""LineString"", ""coordinates"": [[1.457052263592927, 43.574413835314004], [1.456243881923687, 43.57374144709992]]}";402;RUE DES CORMIERS;12 TILLEUL DE CRIMEE,1 PLATANE
43.5807886781, 1.41468457876;"{""type"": ""LineString"", ""coordinates"": [[1.414494835116257, 43.58110607932125], [1.415124256043076, 43.5809523500014], [1.414875333407936, 43.58045995213], [1.414235885773002, 43.58064812639712], [1.414485345068066, 43.58110599951644]]}";401;RUE JULES AMILHAU;19 ORME,13 POIRIER DE CHINE
43.6406257105, 1.46007111448;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.461319985924026, 43.642870237850055], [1.46132893135461, 43.642365944428505], [1.461208804189796, 43.64218981282025], [1.461075003581236, 43.64200710308857], [1.460866987072124, 43.641823405640295], [1.460616174972201, 43.64169030670211], [1.460415249017604, 43.641624579278194], [1.460288114475477, 43.641626541865904], [1.460210828265548, 43.64109917090983], [1.459938228475754, 43.63933741213433], [1.459890065036016, 43.6391019249601], [1.459721025529654, 43.63896991890175], [1.457899294787213, 43.638116833408304], [1.457740716496133, 43.637969424178124]], [[1.461328813457669, 43.642869441555675], [1.461225651781233, 43.64395704293434]]]}";47;RUE EBELOT;10 MICOCOULIER,1 PIN PARASOL,1 TILLEUL,8 CHENE VERT
43.6347430065, 1.46234122783;"{""type"": ""LineString"", ""coordinates"": [[1.462594613155695, 43.63498290185677], [1.462443686563781, 43.63473142976221], [1.462317265833944, 43.634655730990566], [1.461999975256414, 43.634665217833216]]}";57;PLACE DE LA CABARETTE;8 PLATANE,4 PIN NOIRS,2 CEDRE ATLAS,4 PRUNUS,12 ACACIAS,1 MICOCOULIER
43.5775775115, 1.48755354065;"{""type"": ""LineString"", ""coordinates"": [[1.489329168581358, 43.57708894364478], [1.488823339498239, 43.577263261779336], [1.487965327571783, 43.577497851187715], [1.487070670642537, 43.5776890024567], [1.486797381454374, 43.577761270261455], [1.486432690010673, 43.577869809714294], [1.48575961899029, 43.57799531670104]]}";247;CHEMIN DE BITET;11 CHENE,4 ROBINIER
43.5851750479, 1.47257086138;"{""type"": ""LineString"", ""coordinates"": [[1.472708463368151, 43.58528934355266], [1.472709811895495, 43.58508466496245], [1.472428682306608, 43.585066329174715], [1.472430120261694, 43.585260079743485], [1.472708463368151, 43.58528934355266]]}";237;PLACE DE LA PERGOLA;11 PLATANE
43.5854225071, 1.45503641049;"{""type"": ""LineString"", ""coordinates"": [[1.459351834110702, 43.58719013360126], [1.457915573994658, 43.58660158343338], [1.457324450080149, 43.58636341191531], [1.455908681986388, 43.58577611164206], [1.454503672322681, 43.5852117872907], [1.45428489917727, 43.58511382561514], [1.453656453163545, 43.58486142945017], [1.453362834256477, 43.5847405282599], [1.451911048487935, 43.584138995734264], [1.451049058356796, 43.58377745543541], [1.450717521193444, 43.58366517649244]]}";197;AVENUE CRAMPEL;153 PLATANE
43.5641574142, 1.4752477981;"{""type"": ""LineString"", ""coordinates"": [[1.478566764196072, 43.5647986347621], [1.475620070523272, 43.563228237442935], [1.475671485587579, 43.56313204631597], [1.475660791067368, 43.56300671577331], [1.47551877939641, 43.56290615087877], [1.475295647557903, 43.56288401726102], [1.475118595090104, 43.5629794572334], [1.47507306013272, 43.56314242917326], [1.475198917466043, 43.56328572740709], [1.473419594498768, 43.56509168364179], [1.4729476223419, 43.56532121072397], [1.471937601187192, 43.56536433053332]]}";227;AVENUE DU COLONEL ROCHE;204 TILLEUL,11 PLATANE,7 CEDRE,1 ERABLE,2 TREMBLE
43.6355046757, 1.48840673515;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.488013397257537, 43.63563621147711], [1.488653008122893, 43.63538611500401]], [[1.488828009157251, 43.63541928544788], [1.488892524533719, 43.63551003836139]]]}";477;RUE NICEPHORE NIEPCE;2 MICOCOULIER,3 OLIVIER
43.6527471993, 1.43611733288;"{""type"": ""LineString"", ""coordinates"": [[1.43700823308983, 43.654557080455426], [1.43591962935417, 43.6545058571204], [1.43578103115112, 43.65445082977789], [1.43591935302836, 43.653228581517375], [1.435332562942935, 43.65316998865869], [1.435219286945004, 43.653077311039056], [1.435464646575553, 43.651670482395204], [1.436161104362831, 43.65136852094683], [1.437982221077643, 43.651492796152716]]}";487;RUE SARAH BERNHARDT;47 TILLEUL
43.6637862114, 1.43821057092;"{""type"": ""LineString"", ""coordinates"": [[1.437836304757617, 43.66369189691666], [1.438115094368156, 43.663698836433305], [1.438558023946475, 43.66397104706575]]}";490;IMP SCUDERY;2 TILLEUL,2 ERABLE,2 ROBINIER
43.6358413309, 1.44978047631;"{""type"": ""LineString"", ""coordinates"": [[1.449873410955702, 43.6358291038873], [1.449687541657457, 43.635853558012286]]}";494;CHEMIN DE LANUSSE;2 SAVONNIER
43.5883159839, 1.39405184275;"{""type"": ""LineString"", ""coordinates"": [[1.394212510686021, 43.58794230467355], [1.393891174816278, 43.58868966315565]]}";497;CHEMIN SAVIT;15 AUBEPINE
43.6097100704, 1.43274603242;"{""type"": ""LineString"", ""coordinates"": [[1.438394431973857, 43.61147873156034], [1.437347004995774, 43.6111283040881], [1.427090400482389, 43.607963905511035]]}";83;BVD LASCROSSES;221 PLATANE,10 CHARME
43.6429832713, 1.48616041201;"{""type"": ""LineString"", ""coordinates"": [[1.484056982660954, 43.64316929427163], [1.487184575638691, 43.64280593757311], [1.487253752835651, 43.64282264015935], [1.487447142595235, 43.64291676773269], [1.487592084431789, 43.64303553050826], [1.488127664263754, 43.64301094901757], [1.488227759029433, 43.64300909392509]]}";506;CHEMIN DE GAGARDIE;16 CHENE ROUGE,5 POMMIER,1 MAGNOLIA
43.6380144513, 1.47893773524;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.481832094876288, 43.63829622644759], [1.481314531279015, 43.638289431697594], [1.481072959303313, 43.63828343008552], [1.480685499303714, 43.63830354711492], [1.480019097379968, 43.63837196599964], [1.479681955752618, 43.63844416131509], [1.47942276269468, 43.638532081902156], [1.478525532905231, 43.63890452397366], [1.478288274404, 43.63894360396024]], [[1.472074047923096, 43.635146195768414], [1.47160098867795, 43.6348400298443]]]}";399;RUE VASSEUR;66 CHENE,28 MICOCOULIER
43.6405764659, 1.44859076322;"{""type"": ""LineString"", ""coordinates"": [[1.449546558852415, 43.64209513065276], [1.447634967579609, 43.63905780118241]]}";509;RUE EDMOND ROSTAND;20 LIQUIDAMBAR,17 CHENE
43.6046741347, 1.41379826948;"{""type"": ""LineString"", ""coordinates"": [[1.414085792165538, 43.60555334037278], [1.414363688597556, 43.60526324844061], [1.414681888613023, 43.60489306594943], [1.414064750040993, 43.604609248436326], [1.413134332643246, 43.604291534527526], [1.412438015755907, 43.60414475411209]]}";528;RUE VIVALDI;25 FRENE
43.6456952088, 1.42000183294;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.42398359002622, 43.65149299607207], [1.421558834090002, 43.633933837584195]], [[1.421408379083539, 43.63656787125522], [1.420069536518401, 43.6265209535688]], [[1.421560732187825, 43.633810169235026], [1.420221924877219, 43.62376324943173]], [[1.423358307878769, 43.65188104592353], [1.422973798981079, 43.65260174494782], [1.421865441257807, 43.65368660614718], [1.410865355647587, 43.666314253344844]], [[1.4234880289733, 43.65122223347995], [1.421406480591128, 43.63669153947607]], [[1.42366516586553, 43.65222596564832], [1.411434319460685, 43.66652371518347]], [[1.420143322208066, 43.62328218009296], [1.419543040020806, 43.618458307337086]]]}";277;CANAL LATERAL;220 PLATANE
43.646097828, 1.42715583478;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.427503078808453, 43.644920156103765], [1.426693311838805, 43.64728684142161]], [[1.427698958438799, 43.646082333225706], [1.427241148615484, 43.6460514956167]]]}";2;UNIS (IMP DES ETATS UNIS);18 PLATANE
43.6276307198, 1.42667224225;"{""type"": ""LineString"", ""coordinates"": [[1.427605149670662, 43.62741272307218], [1.427476870324685, 43.62768099657242], [1.42726671093273, 43.62778140305648], [1.42670077606366, 43.62772618426808], [1.426190406016054, 43.62761415367236], [1.42561832106446, 43.62736231732771]]}";26;RUE FONQUERNE;9 ROBINIER,3 TILLEUL,4 ERABLE,1 PEUPLIER,1 CYPRES
43.6388576354, 1.41624841021;"{""type"": ""LineString"", ""coordinates"": [[1.417379123317224, 43.63567607800321], [1.417430110854847, 43.63725125121785], [1.417405631623694, 43.637515917665304], [1.417200417668988, 43.638005649174104], [1.415713001438944, 43.63990334748926], [1.414085402275001, 43.641623661783086]]}";454;Rue Eberhardt;184 CHENE ROUGE,36 ERABLE MONTPELLIER
43.6123270351, 1.47756866299;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.477688741867908, 43.612311386920496], [1.47741003652885, 43.61219566829265]], [[1.477692658229787, 43.61235813319335], [1.477494097463598, 43.61248445506885]]]}";122;PLACE SOUPETARD;4 MARRONNIER,6 SOPHORA,4 MICOCOULIER
43.5761514144, 1.46528799331;"{""type"": ""LineString"", ""coordinates"": [[1.464816246724191, 43.57644941144999], [1.465011540836046, 43.576320137254996], [1.465763139213206, 43.57585874830016]]}";215;RUE DE NICE;2 ERABLE,1 POIRIER DE CHINE
43.5761279907, 1.46702931842;"{""type"": ""MultiLineString"", ""coordinates"": [[[1.462972606406285, 43.58161451193966], [1.463249805428988, 43.58129470899725], [1.463503335119141, 43.58104076448471], [1.46388307273627, 43.580696990771926], [1.464147821156196, 43.58045138617396], [1.464527327112566, 43.58012411766559], [1.464803182141813, 43.57989510653515], [1.465068656862476, 43.57959997207377], [1.465311534374459, 43.57929642031847], [1.465440507356424, 43.57901674477152], [1.465534704110764, 43.578786333726114], [1.465642063813989, 43.57843220021892], [1.465713673597894, 43.578193359899736], [1.465785515348955, 43.577938018522154], [1.465811350363582, 43.577723587937996], [1.465851184201138, 43.5773276596442], [1.465856114434209, 43.57698924955967], [1.465905731509509, 43.576700711878146], [1.465964908231714, 43.57653607229484], [1.466104871807268, 43.576281244345886], [1.466197976135677, 43.576125121192575], [1.466439878378359, 43.57588758927643], [1.466669582198081, 43.57570775066732], [1.466967640855522, 43.575511923804896], [1.467276447721309, 43.57535745173697], [1.467756391310649, 43.575146510642554], [1.468168088054269, 43.57494330236289], [1.468488963198159, 43.574739392914424], [1.468741241203718, 43.574567972345605]], [[1.469273769129097, 43.573862132892394], [1.469473228723435, 43.573417904505135], [1.469625595240818, 43.573088876803446], [1.469745105443002, 43.5726770507566], [1.469784189747645, 43.57233064206524], [1.469810025188676, 43.571332003972444], [1.469827726052371, 43.57089463697909], [1.469878752202328, 43.570507047184115], [1.469973999939667, 43.5702023492913]], [[1.467738096119525, 43.57543833810046], [1.468174474820602, 43.57524468277403], [1.468593345401238, 43.5750114902105], [1.468939964887555, 43.574777742033795], [1.469069639573919, 43.57455546730381]]]}";415;PISTE CYCLABLE;658 PLATANE,40 CHARME
43.6012438232, 1.42917988459;"{""type"": ""LineString"", ""coordinates"": [[1.429633843254913, 43.60142274329804], [1.428725925920647, 43.60106490307295]]}";423;ALLEE MALPEL;11 TILLEUL
43.6058071295, 1.36879769254;"{""type"": ""LineString"", ""coordinates"": [[1.368416799036297, 43.60505320148951], [1.369178586043502, 43.60656105748254]]}";427;PIETONNIER D. CLOS;28 TILLEUL DE CRIMEE
43.6211216105, 1.47155607986;"{""type"": ""LineString"", ""coordinates"": [[1.469956367373998, 43.62011644049964], [1.471150538225909, 43.620861914245395], [1.472033935505685, 43.6214059352188], [1.472556804628093, 43.62173635328558], [1.473116844530924, 43.62218203639476]]}";447;AV. DU PARC;8 TILLEUL DE CRIMEE,8 CORYLUS
